actual_values,predicted_values,difference
695000.0,598200.0,-96800.0
5850000.0,1998500.0,-3851500.0
199000.0,176885.0,-22115.0
155000.0,208200.0,53200.0
344500.0,309605.0,-34895.0
850000.0,969600.0,119600.0
190000.0,213825.0,23825.0
175000.0,199463.5126984127,24463.5126984127
170000.0,200775.0,30775.0
355000.0,363669.05,8669.049999999988
195000.0,304764.1666666667,109764.16666666669
297500.0,311225.0,13725.0
179000.0,216040.0,37040.0
1295000.0,697450.0,-597550.0
268700.0,267855.95499999996,-844.0450000000419
159000.0,150237.08333333334,-8762.916666666657
529000.0,481725.0,-47275.0
310000.0,292352.5,-17647.5
347356.0,360752.3,13396.299999999988
165000.0,171650.0,6650.0
395000.0,421733.0,26733.0
267100.0,256748.45238095234,-10351.547619047662
149999.0,127294.95,-22704.050000000003
347735.0,397743.9777777778,50008.97777777782
403115.0,433143.1666666666,30028.166666666628
580000.0,596036.35,16036.349999999977
295000.0,312650.0,17650.0
300000.0,313783.3333333334,13783.333333333372
420000.0,337550.0,-82450.0
405000.0,300397.56666666665,-104602.43333333335
525000.0,438600.0,-86400.0
99000.0,137195.0,38195.0
298000.0,279762.45,-18237.54999999999
348500.0,327167.06666666665,-21332.93333333335
589000.0,570300.0,-18700.0
169000.0,169350.0,350.0
195000.0,217891.6666666667,22891.666666666686
399000.0,413898.75,14898.75
175000.0,193295.75,18295.75
320000.0,310000.0,-10000.0
865000.0,2013953.0296092797,1148953.0296092797
80000.0,142500.0,62500.0
318711.0,349200.6,30489.599999999977
370000.0,365458.3333333334,-4541.666666666628
695000.0,419599.95,-275400.05
340000.0,355583.3333333333,15583.333333333314
385000.0,405696.7,20696.70000000001
173340.0,207371.26666666666,34031.26666666666
449950.0,310800.0,-139150.0
294000.0,284766.6666666667,-9233.333333333314
259000.0,195750.0,-63250.0
250000.0,303130.55,53130.54999999999
324000.0,334646.6666666667,10646.666666666686
195000.0,247575.0,52575.0
355000.0,386895.0,31895.0
394000.0,396095.05,2095.0499999999884
405304.0,408632.65,3328.6500000000233
95000.0,114895.0,19895.0
274000.0,276000.0,2000.0
179000.0,175350.0,-3650.0
695000.0,734190.0,39190.0
2217500.0,588205.9116666667,-1629294.0883333334
589000.0,599100.0,10100.0
717110.0,591153.05,-125956.94999999995
119000.0,187191.6666666667,68191.66666666669
795000.0,777614.242010009,-17385.75798999099
550000.0,625050.0,75050.0
425000.0,428660.75,3660.75
282200.0,297286.5,15086.5
299000.0,180092.5,-118907.5
169000.0,289080.87857142853,120080.87857142853
545000.0,573050.0,28050.0
334000.0,348711.0,14711.0
179000.0,171082.55,-7917.450000000012
315000.0,387937.5,72937.5
165000.0,158900.0,-6100.0
149000.0,336095.0,187095.0
419000.0,439200.0,20200.0
485000.0,496737.5,11737.5
150000.0,148100.0,-1900.0
449000.0,586794.15,137794.15000000002
500000.0,478527.0,-21473.0
240000.0,350550.0,110550.0
189000.0,174124.85,-14875.149999999994
135000.0,167625.0,32625.0
332170.0,383673.4,51503.40000000002
249000.0,540695.0,291695.0
115000.0,166675.0,51675.0
190000.0,226750.0,36750.0
312000.0,293261.6666666666,-18738.333333333372
339000.0,291350.0,-47650.0
522560.0,504119.9333333334,-18440.066666666593
185000.0,186850.0,1850.0
965000.0,746560.3,-218439.69999999995
995000.0,684300.0,-310700.0
275000.0,328775.0,53775.0
139000.0,148750.0,9750.0
508000.0,498415.1,-9584.900000000023
269000.0,350575.0,81575.0
475000.0,523900.0,48900.0
462749.0,447307.55,-15441.450000000012
366150.0,311638.3333333334,-54511.66666666663
420000.0,462712.5,42712.5
199000.0,273652.6194444444,74652.61944444443
749000.0,528109.45,-220890.55000000005
495000.0,411938.3333333334,-83061.66666666663
139000.0,332950.0,193950.0
399000.0,484915.8,85915.79999999999
230000.0,211800.0,-18200.0
325000.0,266250.0,-58750.0
281005.0,276728.949741737,-4276.050258263014
360000.0,408940.5,48940.5
