actual_values,predicted_values,difference
298000.0,320332.7891131621,22332.789113162085
344000.0,392330.6792712179,48330.6792712179
620000.0,741729.774243342,121729.77424334199
399000.0,425803.48285836075,26803.482858360745
406000.0,407775.57580882823,1775.575808828231
100000.0,94068.86114985216,-5931.138850147836
425000.0,526422.4870887923,101422.48708879226
163000.0,135025.65907925135,-27974.340920748655
205000.0,175475.1406290913,-29524.8593709087
219000.0,352708.1689190548,133708.1689190548
159000.0,-45069.59192863386,-204069.59192863386
299000.0,304616.792231156,5616.792231156025
198000.0,92960.68727830471,-105039.31272169529
220000.0,173899.81582466513,-46100.18417533487
375000.0,490731.4495212184,115731.44952121843
695000.0,322653.50784697616,-372346.49215302384
249000.0,337948.8090965366,88948.8090965366
361500.0,592013.7086091938,230513.7086091938
653831.0,538868.3587228968,-114962.64127710322
179000.0,42942.85720966384,-136057.14279033616
375000.0,456498.88413321273,81498.88413321273
299000.0,229338.9621789623,-69661.0378210377
540000.0,544517.9886282831,4517.988628283143
649000.0,594097.9297988922,-54902.07020110777
234900.0,114790.55630928371,-120109.44369071629
1850000.0,1447674.555713128,-402325.44428687193
179000.0,150430.1549048759,-28569.845095124096
1995000.0,925059.6722372966,-1069940.3277627034
281916.0,406787.11650798563,124871.11650798563
249000.0,191417.81989109842,-57582.18010890158
110000.0,81078.09653156856,-28921.90346843144
191000.0,32213.243310771417,-158786.75668922858
340000.0,362719.7110301149,22719.711030114908
219000.0,313487.43419814063,94487.43419814063
1150000.0,864077.149079225,-285922.850920775
474000.0,541207.2819865062,67207.28198650619
225000.0,362150.81168153835,137150.81168153835
530000.0,510145.82824148727,-19854.171758512734
399000.0,383685.21744490927,-15314.78255509073
435000.0,574875.839576117,139875.839576117
125000.0,215635.37584748678,90635.37584748678
140000.0,34123.724914904684,-105876.27508509532
240000.0,303196.8238532976,63196.823853297625
300000.0,379750.5254789982,79750.5254789982
385000.0,324127.5789534943,-60872.42104650568
178000.0,165508.18051067833,-12491.819489321671
149000.0,205006.59396949038,56006.59396949038
265000.0,236925.0459155552,-28074.95408444479
349000.0,295899.28801449016,-53100.71198550984
1450000.0,1871342.1150189105,421342.1150189105
585000.0,413481.44914533244,-171518.55085466756
585000.0,833103.9125437243,248103.9125437243
115000.0,167630.8628841252,52630.86288412521
525000.0,512339.2548044368,-12660.745195563184
219000.0,279398.129668985,60398.12966898503
365900.0,293081.12309798645,-72818.87690201355
319500.0,231468.1061896491,-88031.89381035091
385000.0,455888.1043142108,70888.10431421082
199000.0,331749.7572712903,132749.7572712903
1175000.0,777602.7675017309,-397397.23249826906
895000.0,697349.8077376855,-197650.1922623145
239000.0,188627.94828643557,-50372.05171356443
650000.0,816393.9271876866,166393.92718768655
220000.0,579613.604508636,359613.60450863605
337500.0,406689.3340309481,69189.33403094811
199000.0,614462.4403744387,415462.44037443865
259000.0,189778.9653705908,-69221.0346294092
295000.0,237767.6317759771,-57232.36822402291
265000.0,449083.03446318954,184083.03446318954
449900.0,390043.5139897298,-59856.48601027019
350000.0,574965.7044408307,224965.70444083074
329000.0,214494.12599986047,-114505.87400013953
469000.0,490882.4454645319,21882.44546453189
240000.0,196571.39087675977,-43428.609123240225
289000.0,260057.69958758727,-28942.300412412733
449000.0,365242.9123322251,-83757.08766777487
295000.0,281933.08027240075,-13066.919727599248
265000.0,236058.9807030647,-28941.019296935294
545000.0,583589.0692930538,38589.06929305382
505000.0,625543.1748730631,120543.17487306311
381269.0,400086.6222840799,18817.622284079902
200000.0,350227.31737299357,150227.31737299357
372000.0,277421.3561170306,-94578.6438829694
130000.0,108817.3432338778,-21182.656766122207
170000.0,232121.56093914807,62121.56093914807
139000.0,-17441.38988669915,-156441.38988669915
560000.0,815075.5344235483,255075.53442354826
725000.0,849010.3315095985,124010.33150959853
325000.0,327033.208939536,2033.208939536009
279000.0,314270.2484446219,35270.24844462192
199000.0,164573.2836414138,-34426.716358586214
315000.0,365254.86679193703,50254.866791937035
362000.0,400887.6996599543,38887.69965995429
299000.0,380084.50392921316,81084.50392921316
325000.0,318507.85120417736,-6492.148795822635
285000.0,491414.101674977,206414.101674977
295593.0,547560.5518943083,251967.5518943083
296611.0,538898.9771317146,242287.97713171458
249000.0,412430.97359195305,163430.97359195305
385000.0,378989.22076809965,-6010.779231900349
449000.0,431103.51202147687,-17896.48797852313
129000.0,432864.6945216176,303864.6945216176
355000.0,461734.79723320855,106734.79723320855
130000.0,140723.47033080412,10723.47033080412
369000.0,266168.20260635996,-102831.79739364004
399000.0,600263.458447549,201263.45844754903
205000.0,664550.6094355439,459550.6094355439
199000.0,224189.16304224078,25189.163042240776
160000.0,341331.1745926663,181331.17459266633
1195000.0,778902.7804194894,-416097.21958051063
255000.0,253624.3696407401,-1375.6303592598997
329000.0,454817.08504605526,125817.08504605526
105000.0,90321.56504200073,-14678.43495799927
260000.0,325454.32662468543,65454.32662468543
225000.0,307835.9618978794,82835.96189787937
395000.0,368787.1174872648,-26212.882512735203
249000.0,296898.44521276327,47898.44521276327
358000.0,452704.72204339365,94704.72204339365
220000.0,195857.87670967449,-24142.123290325515
155000.0,117322.90048481943,-37677.09951518057
195000.0,161702.2836983418,-33297.71630165819
235000.0,242745.00241689943,7745.002416899428
330000.0,459331.03855840536,129331.03855840536
220000.0,315615.23399994196,95615.23399994196
369000.0,224755.12805632222,-144244.87194367778
435000.0,415260.1594600384,-19739.840539961588
311805.0,591615.891226422,279810.89122642204
342500.0,172056.79936931608,-170443.20063068392
599000.0,290638.4051155895,-308361.5948844105
77500.0,2494.4315839000046,-75005.5684161
225000.0,1455421.8491476097,1230421.8491476097
159000.0,72834.67420436628,-86165.32579563372
229000.0,340324.2481440762,111324.2481440762
335000.0,247008.77192841843,-87991.22807158157
535000.0,473791.6919367546,-61208.30806324538
529000.0,359504.21140926564,-169495.78859073436
319000.0,200306.38470872398,-118693.61529127602
430000.0,519260.05990791344,89260.05990791344
345000.0,452236.89432168705,107236.89432168705
230000.0,96017.32831678493,-133982.67168321507
250000.0,438623.43361195456,188623.43361195456
213000.0,465302.159235229,252302.15923522902
735377.0,527086.7495230408,-208290.25047695916
1795000.0,1394780.4953378825,-400219.50466211746
632900.0,440425.3005836527,-192474.6994163473
364500.0,390128.59346921416,25628.59346921416
515000.0,654262.7749434472,139262.7749434472
1190000.0,802245.6697613718,-387754.3302386282
465000.0,622685.6831916724,157685.68319167243
429000.0,813978.5518479885,384978.5518479885
839000.0,467460.7868846925,-371539.2131153075
1795000.0,1526894.937365862,-268105.0626341379
275000.0,260996.32977420138,-14003.670225798618
230000.0,344556.30690662144,114556.30690662144
315000.0,444591.09088128014,129591.09088128014
255000.0,345789.4437118801,90789.44371188013
935000.0,1442816.2316300524,507816.23163005244
550000.0,579808.4853231192,29808.48532311921
297500.0,304772.75575625105,7272.755756251048
330000.0,483762.9820519204,153762.98205192038
423000.0,620508.6269773995,197508.62697739946
218800.0,40752.66191125754,-178047.33808874246
375900.0,303215.7598393033,-72684.24016069667
185000.0,266858.55903614545,81858.55903614545
359220.0,239796.89600091195,-119423.10399908805
375000.0,563155.5276781111,188155.5276781111
525000.0,369261.1310804039,-155738.86891959608
825000.0,472471.1452778599,-352528.8547221401
320000.0,216319.1924023237,-103680.80759767629
215000.0,187180.71672513522,-27819.283274864778
270000.0,169038.94410893833,-100961.05589106167
215000.0,446674.1861473862,231674.1861473862
399000.0,603048.5308298215,204048.53082982148
176000.0,92563.98171078833,-83436.01828921167
445000.0,539703.3329856393,94703.33298563934
385000.0,233987.4000905403,-151012.5999094597
394500.0,482355.7653220268,87855.7653220268
275000.0,568815.27277488,293815.27277488005
150000.0,140716.19123638934,-9283.808763610665
439275.0,435565.23640612,-3709.763593879994
140000.0,42778.02250266634,-97221.97749733366
260000.0,293750.90358292265,33750.90358292265
240000.0,354567.3151939013,114567.3151939013
449900.0,658171.3215086528,208271.32150865276
336750.0,384390.7515659686,47640.75156596862
304803.0,468600.5715209837,163797.5715209837
899000.0,1029312.2390844519,130312.23908445193
2200000.0,1880275.6203329526,-319724.3796670474
249000.0,196170.8543088776,-52829.145691122394
309000.0,359386.4146640776,50386.41466407757
625000.0,631116.5476171416,6116.547617141623
188000.0,262204.74129065825,74204.74129065825
2250000.0,665279.8893633524,-1584720.1106366476
215000.0,279425.6487280475,64425.6487280475
299500.0,379362.3438070356,79862.34380703559
215000.0,197198.1133722579,-17801.88662774209
219000.0,473620.82469271217,254620.82469271217
599000.0,560741.8376513589,-38258.16234864108
445000.0,404744.0139876823,-40255.986012317706
259000.0,248634.0871618907,-10365.912838109303
205000.0,166807.2636032938,-38192.7363967062
150000.0,42099.975829948206,-107900.0241700518
289000.0,249980.6563903587,-39019.343609641306
435000.0,461543.23830854706,26543.238308547065
140000.0,42531.552268239204,-97468.4477317608
279000.0,562680.1981098996,283680.19810989965
845000.0,797956.0194233116,-47043.980576688424
346000.0,516273.76317694644,170273.76317694644
550000.0,408846.30309020495,-141153.69690979505
412780.0,560999.610464144,148219.61046414403
435000.0,521471.5673291872,86471.56732918718
445000.0,473933.53322143736,28933.533221437363
249000.0,295711.5190501008,46711.51905010082
350000.0,373165.59794129664,23165.59794129664
284000.0,256043.11419435265,-27956.885805647355
376600.0,365908.83148553874,-10691.168514461257
243648.0,77138.54098862829,-166509.4590113717
749000.0,731047.3814505632,-17952.618549436796
285000.0,280481.924366476,-4518.075633523986
595000.0,793405.0997802906,198405.09978029062
899000.0,293289.1013303655,-605710.8986696345
695000.0,500689.51076914393,-194310.48923085607
5850000.0,2521169.8484443976,-3328830.1515556024
199000.0,127260.51817871025,-71739.48182128975
155000.0,128042.18979572644,-26957.810204273555
344500.0,317147.54389883066,-27352.456101169344
850000.0,682477.7434455366,-167522.2565544634
190000.0,183962.02857821435,-6037.971421785653
175000.0,178584.72407950368,3584.724079503678
170000.0,203587.12317328155,33587.12317328155
355000.0,592264.8299615758,237264.8299615758
195000.0,411948.6636128654,216948.66361286538
297500.0,261787.91349692643,-35712.08650307357
179000.0,101350.6159232948,-77649.3840767052
1295000.0,1019197.6289820618,-275802.37101793825
268700.0,371987.1203712425,103287.12037124252
159000.0,611436.7993666301,452436.79936663015
529000.0,493515.834325504,-35484.16567449598
310000.0,284940.66790691065,-25059.332093089353
347356.0,441186.12647575326,93830.12647575326
165000.0,52873.02837507706,-112126.97162492294
395000.0,406487.00076615764,11487.000766157638
267100.0,591432.7665418619,324332.7665418619
149999.0,66179.75951541262,-83819.24048458738
347735.0,425261.13535832847,77526.13535832847
403115.0,496010.9469243747,92895.94692437467
580000.0,512943.1792856888,-67056.82071431121
295000.0,109393.21744153323,-185606.78255846677
300000.0,345225.01799344923,45225.01799344923
420000.0,539778.246576862,119778.24657686194
405000.0,211965.7302651112,-193034.2697348888
525000.0,616373.9131291336,91373.91312913364
99000.0,15844.279390698764,-83155.72060930124
298000.0,234248.6825378621,-63751.3174621379
348500.0,337594.2551588747,-10905.744841125328
589000.0,504978.35318126134,-84021.64681873866
169000.0,47989.86255428381,-121010.13744571619
195000.0,441560.4972427287,246560.4972427287
399000.0,451690.8498217794,52690.84982177941
175000.0,57536.14972279826,-117463.85027720174
320000.0,522500.78094569175,202500.78094569175
865000.0,1393676.0449193427,528676.0449193427
80000.0,126542.69254431129,46542.692544311285
318711.0,341577.3650581422,22866.365058142226
370000.0,326071.9253774937,-43928.074622506276
695000.0,438003.5101154973,-256996.48988450272
340000.0,380903.4209964201,40903.420996420085
385000.0,332852.57901206287,-52147.420987937134
173340.0,112979.3291323171,-60360.6708676829
449950.0,493865.4596389085,43915.459638908505
294000.0,242753.29207432969,-51246.707925670315
259000.0,203788.9796582968,-55211.0203417032
250000.0,306225.36312802974,56225.36312802974
324000.0,247862.19524461264,-76137.80475538736
195000.0,133219.4418846448,-61780.558115355205
355000.0,595491.4185926872,240491.41859268723
394000.0,423505.37743431097,29505.37743431097
405304.0,503875.4908159822,98571.49081598222
95000.0,-93055.09880835516,-188055.09880835516
274000.0,349881.5528970482,75881.55289704818
179000.0,304257.83882204397,125257.83882204397
695000.0,799591.6977524995,104591.69775249949
2217500.0,1040146.3506360096,-1177353.6493639904
589000.0,626991.665229975,37991.66522997501
717110.0,487806.6680733587,-229303.3319266413
119000.0,367763.5259099067,248763.52590990672
795000.0,1373156.697850394,578156.6978503941
550000.0,462592.0534860757,-87407.94651392428
425000.0,760947.0569741556,335947.0569741556
282200.0,292564.11218737205,10364.112187372055
299000.0,517944.8921884608,218944.8921884608
169000.0,244935.94271949166,75935.94271949166
545000.0,923779.8202829084,378779.8202829084
334000.0,184855.50408147788,-149144.49591852212
179000.0,78520.49013421871,-100479.50986578129
315000.0,425772.7991304104,110772.79913041042
165000.0,58683.089581674896,-106316.9104183251
149000.0,472113.73284671153,323113.73284671153
419000.0,327562.52234308,-91437.47765691997
485000.0,638722.1047483571,153722.1047483571
150000.0,-45573.094845473766,-195573.09484547377
449000.0,478255.48844951903,29255.488449519034
500000.0,514619.3096435752,14619.309643575223
240000.0,348479.4049286642,108479.40492866421
189000.0,158719.3178402395,-30280.6821597605
135000.0,-111511.94937523222,-246511.94937523222
332170.0,537537.5931525151,205367.59315251512
249000.0,286084.17854714114,37084.17854714114
115000.0,7357.790740794968,-107642.20925920503
190000.0,110410.08421936538,-79589.91578063462
312000.0,320823.9264148702,8823.926414870191
339000.0,705464.9472383719,366464.94723837194
522560.0,949054.4933369169,426494.4933369169
185000.0,171271.1594200856,-13728.840579914395
965000.0,957905.1695606753,-7094.830439324724
995000.0,813525.5736467522,-181474.42635324784
275000.0,389022.79989950266,114022.79989950266
139000.0,64656.14248100994,-74343.85751899006
508000.0,440965.4735038979,-67034.5264961021
269000.0,417434.53180517117,148434.53180517117
475000.0,575243.0704024557,100243.07040245575
462749.0,484270.71386389807,21521.71386389807
366150.0,311423.9693542123,-54726.030645787716
420000.0,641182.6847187662,221182.68471876625
199000.0,118906.10310252616,-80093.89689747384
749000.0,866530.0667883302,117530.06678833021
495000.0,670016.2303401507,175016.23034015065
139000.0,248028.04587603686,109028.04587603686
399000.0,423538.5682897507,24538.56828975072
230000.0,258369.2476009382,28369.247600938194
325000.0,520712.2283286229,195712.22832862288
281005.0,320300.38218482304,39295.382184823044
360000.0,432297.7921621874,72297.7921621874
215000.0,334823.682187669,119823.68218766898
350000.0,409253.1149887084,59253.1149887084
299500.0,366047.9814463011,66547.9814463011
300000.0,356753.06149778236,56753.06149778236
770981.0,723581.7359068638,-47399.26409313618
690000.0,695426.4204651306,5426.420465130592
246509.0,230118.0231775539,-16390.9768224461
185000.0,562824.41732929,377824.41732928995
599000.0,503821.4229274364,-95178.57707256358
479000.0,569477.6282897727,90477.62828977266
1495000.0,687109.3258549825,-807890.6741450175
432000.0,449727.21665726835,17727.21665726835
266163.0,378318.6220941739,112155.62209417392
224440.0,294805.218940191,70365.21894019097
285000.0,346637.4496998568,61637.44969985681
260000.0,242786.59613594832,-17213.40386405168
269000.0,268275.1281660325,-724.8718339675106
275000.0,476404.12084130663,201404.12084130663
367500.0,412320.96094391076,44820.96094391076
735000.0,537435.263609645,-197564.73639035504
272500.0,280358.1242112699,7858.1242112698965
262000.0,271350.2110291114,9350.211029111408
499000.0,1412546.73003645,913546.7300364501
299000.0,523147.61672485154,224147.61672485154
220000.0,390556.09664704325,170556.09664704325
220000.0,548679.5465572313,328679.54655723134
235000.0,336335.02565363375,101335.02565363375
329000.0,158994.53474813746,-170005.46525186254
445000.0,239165.99124816805,-205834.00875183195
434000.0,367224.34172060154,-66775.65827939846
275000.0,445887.4416468693,170887.4416468693
220000.0,237176.76823667018,17176.768236670177
197000.0,84248.31723791221,-112751.68276208779
280000.0,530371.0329284458,250371.03292844584
289000.0,343343.7108695246,54343.71086952463
315000.0,399487.70315869804,84487.70315869804
328000.0,368230.87915372895,40230.87915372895
269000.0,145821.47595301596,-123178.52404698404
286000.0,347344.8242397974,61344.824239797425
335000.0,415414.91218140954,80414.91218140954
95000.0,205180.1925431979,110180.19254319789
455000.0,585472.7001258559,130472.70012585586
255000.0,252684.91451064218,-2315.0854893578216
945000.0,680207.5503790539,-264792.4496209461
895000.0,937600.6543679198,42600.65436791978
99000.0,-27918.964282501023,-126918.96428250102
125000.0,273787.4287098595,148787.4287098595
499000.0,490406.7622507175,-8593.237749282504
500000.0,460099.58262457186,-39900.41737542814
349000.0,311658.564957757,-37341.435042242985
400000.0,455736.08775876416,55736.08775876416
269000.0,307854.8506474239,38854.85064742388
408000.0,462087.3876453764,54087.38764537638
347288.0,357096.30670025805,9808.30670025805
350000.0,582288.587983178,232288.58798317797
210000.0,198102.99018594483,-11897.00981405517
339000.0,445777.0146432556,106777.01464325562
85000.0,52291.87460763054,-32708.12539236946
195000.0,510459.204826721,315459.204826721
419000.0,576538.249057895,157538.24905789504
425000.0,198571.43888580194,-226428.56111419806
269000.0,246772.05068196682,-22227.949318033177
269934.0,337764.07622941723,67830.07622941723
370000.0,242686.59838909656,-127313.40161090344
545000.0,773952.9439653063,228952.94396530627
189000.0,444491.2590772151,255491.2590772151
335000.0,576679.0217754235,241679.02177542355
1485000.0,930053.452258525,-554946.547741475
995000.0,242076.67891329667,-752923.3210867033
